"abstain","date","description","kind","no","notParticipating","sitting","sittingDay","term","title","topic","totalVoted","votes.MP","votes.club","votes.firstName","votes.lastName","votes.secondName","votes.vote","votingNumber","yes"
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,1,"PiS","Andrzej","Adamczyk","Mieczysław","NO",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,2,"KO","Piotr","Adamowicz",NA,"YES",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,3,"PiS","Adam","Andruszkiewicz",NA,"NO",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,4,"PiS","Waldemar","Andzel","Franciszek","NO",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,5,"PiS","Dorota","Arciszewska-Mielewczyk","Irvina","NO",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,6,"PiS","Jan","Ardanowski","Krzysztof","NO",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,7,"PiS","Iwona","Arent","Ewa","NO",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,8,"KO","Bartosz","Arłukowicz","Adam","YES",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,9,"PiS","Marek","Ast",NA,"NO",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,10,"KO","Urszula","Augustyn",NA,"YES",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,11,"PiS","Piotr","Babinetz","Mieczysław","NO",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,12,"PiS","Ryszard","Bartosik",NA,"NO",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,13,"PSL-TD","Władysław","Bartoszewski","Teofil","YES",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,14,"PiS","Barbara","Bartuś","Halina","NO",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,15,"PSL-TD","Paweł","Bejda","Jan","YES",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,16,"Konfederacja","Konrad","Berkowicz","Szczepan","ABSTAIN",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,17,"KO","Sylwia","Bielawska","Alina","YES",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,18,"PSL-TD","Marek","Biernacki",NA,"YES",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,19,"KO","Paweł","Bliźniuk","Kazimierz","YES",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,20,"PiS","Mariusz","Błaszczak",NA,"NO",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,21,"KO","Mateusz","Bochenek",NA,"YES",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,22,"PiS","Rafał","Bochenek","Paweł","NO",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,23,"Polska2050-TD","Izabela","Bodnar","Anna","YES",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,24,"PiS","Jacek","Bogucki",NA,"NO",18,273
3,"2023-11-21T12:59:56","wniosek z druku nr 20","ELECTRONIC",178,6,1,3,10,"Pkt. 8 Wybór składów osobowych komisji sejmowych (druk nr 20)","głosowanie nad przyjęciem wniosku z druku.",454,25,"PiS","Zbigniew","Bogucki",NA,"NO",18,273
